test_true_0,test_true_1,test_true_2,test_true_3,test_true_4,test_true_5,test_true_6,test_true_7,test_true_8,test_true_9,test_true_10,test_true_11,test_true_12,test_true_13,test_true_14,test_true_15,test_true_16,test_true_17,test_true_18,test_true_19,test_true_20,test_true_21,test_true_22,test_true_23,test_true_24,test_true_25,test_true_26,test_true_27,test_true_28,test_true_29,test_true_30,test_true_31,test_true_32,test_true_33,test_true_34,test_true_35,test_true_36,test_true_37,test_true_38,test_true_39,test_true_40,test_true_41,test_true_42,test_true_43,test_true_44,test_true_45,test_true_46,test_true_47,test_true_48,test_true_49
-7.92,-5.64,-2.74,-2.78,-6.34,-0.8,-4.47,-8.003,-8.334,-4.89,-0.6,-2.356,-5.27,-6.29,0.35,-4.5760000000000005,-2.7,-1.41,-1.4,-4.862,-4.59,-0.85,-8.01,-2.74,-2.94,-1.99,-2.38,1.57,-1.96,-2.43,-1.91,-2.67,-5.0710000000000015,-3.79,-5.47,-2.36,-4.6,-4.1,0.35,-4.65,-6.01,0.74,-8.176,-0.89,-1.26,-4.593999999999999,-3.536,-2.78,-5.24,-3.408
-1.52,-1.93,-3.9,-1.0,-2.32,-0.12,-4.66,-7.92,-8.017000000000001,1.02,-8.01,-2.4,-1.7080000000000002,-3.55,-2.281,-3.54,-7.92,-3.74,-0.82,-1.78,-3.59,-3.61,-0.244,-2.55,-3.21,1.02,-3.483,-5.27,-3.43,-2.22,-2.05,-0.04,-1.899,-4.706,-1.93,-4.64,-0.8,-0.51,-0.95,-1.87,-8.172,-1.52,-5.4,-2.35,-1.59,-2.42,-4.65,-0.624,-3.37,-3.364
-1.99,-4.09,-5.65,-3.77,-2.843,-5.89,-5.0710000000000015,1.09,-3.18,-2.22,-2.39,0.62,1.1,-1.01,-3.73,-4.88,-0.92,-4.883,-3.73,-0.96,-1.85,-3.19,-4.29,-2.28,-0.02,-2.17,1.57,-2.96,-2.07,-3.04,1.57,-6.523,-3.66,-2.92,-7.96,-1.14,-0.624,-1.19,-0.59,-2.93,-2.09,-5.153,-5.24,-1.989,-1.16,-6.78,-1.96,-4.81,-5.23,-5.27
-1.17,0.96,-3.63,-4.26,-3.85,-4.53,-3.08,-5.19,-1.06,-3.4,-4.14,-2.15,-4.632,-1.6,-6.726,-3.39,-4.26,0.94,-2.647,-7.8,-1.4,-4.8,-1.55,-6.56,-3.19,-1.3,-3.7,-0.77,-1.4580000000000002,-0.6,-4.871,0.38,-0.14,-1.36,-2.77,-0.624,-3.11,-2.7,-1.614,-0.7,-4.883,-6.01,-5.19,-0.28,-2.78,-0.15,-3.27,-6.6370000000000005,1.1440000000000001,-2.5810000000000004
-4.749,-5.05,-5.06,-2.56,-5.84,-2.36,-4.16,-3.57,-6.02,-1.63,-2.349,-2.48,0.43,-2.07,-2.06,-0.18,0.15,-0.83,0.6509999999999999,-6.62,-4.26,-2.322,-5.72,-2.39,-2.38,-4.62,-2.523,-4.14,-3.27,-6.89,-5.05,-6.89,-3.48,-4.29,-5.16,-5.16,-4.36,-2.35,-2.253,-1.09,-6.78,-1.4,-3.59,-3.7,-3.61,-4.6339999999999995,-0.85,0.0,-4.62,-3.63
-1.63,-0.63,0.51,-2.21,-2.42,-5.05,-1.94,-4.55,-6.98,0.52,-3.85,-0.092,-0.89,-5.53,0.57,-2.016,-4.55,-2.17,-4.743,-1.3,-2.92,-2.89,0.74,-2.36,-3.4989999999999997,-4.706,-2.77,-2.3,-4.07,-2.67,-1.55,-2.54,-3.09,-4.749,0.52,-5.27,-2.42,-2.322,-0.12,-4.345,-2.6,-0.28,-5.8389999999999995,-1.75,-3.127,-3.8,-0.244,-3.62,-6.49,-1.66
-3.09,-1.57,-7.2,-4.173,-4.89,0.11,-3.2239999999999998,-3.22,-3.59,-1.41,-1.75,-0.92,-2.77,-4.53,-3.3,-4.56,-1.655,0.38,-4.57,-2.12,-3.84,-4.402,-2.06,-2.676,-3.37,-3.67,-5.19,-2.78,-0.5,-0.5,-5.88,-4.64,-4.8,-5.6,-1.25,-2.33,1.07,-2.616,-2.41,-3.85,-4.62,-4.04,-3.4,-2.74,-2.74,-5.24,-4.29,-6.291,-4.7,-3.77
-3.0,-8.23,-5.0710000000000015,-4.54,-3.27,-3.04,-2.09,-0.985,-1.96,-6.35,-5.2589999999999995,-3.955,-2.35,-4.16,-1.11,-3.84,-1.98,-2.86,-3.083,-3.685,-2.22,-1.661,-4.328,-0.47,-1.506,-8.003,-9.332,-3.38,-2.96,-4.345,-1.96,-0.8,-1.06,0.35,-5.282,0.715,-4.77,-5.7520000000000024,-1.11,-3.84,-1.1,-2.05,-8.49,-4.5710000000000015,-3.18,-4.24,-3.5,-4.26,-4.7989999999999995,-3.48
-6.291,-4.92,1.1,-3.38,-1.03,-1.9,-0.66,-9.15,-4.28,-1.64,-2.148,0.43,-3.2,-3.29,-4.081,-4.735,-3.45,-4.09,-1.19,-4.16,-3.18,-3.04,-1.0,-1.99,-4.63,-1.139,-2.932,-0.49,-5.931,-4.47,-6.124,-1.26,-6.89,-5.82,-0.71,-1.077,-3.9530000000000003,-5.4,-3.536,-4.81,-3.15,-2.8,-5.24,-7.15,-3.5039999999999996,-2.461,-2.281,-1.79,-4.64,-1.8
-2.17,-1.29,0.96,-3.21,-3.59,-4.706,-1.17,-3.67,-4.081,-3.2460000000000004,-3.37,-0.7,-6.144,-3.685,-1.22,-3.18,-7.39,-0.17,-2.06,-3.38,-3.9989999999999997,-4.76,-4.89,0.51,-5.03,-3.01,-4.883,-5.53,-5.2589999999999995,-3.094,-2.1,-1.81,1.1440000000000001,-2.21,-1.6,-5.915,-2.4,-4.2,-2.32,-2.18,-2.4,-4.632,-3.38,-4.678,-4.71,-4.31,-3.22,-3.5039999999999996,-2.338,-5.115
-2.322,-5.05,-3.6039999999999996,-7.85,-4.14,-2.647,-4.328,-3.64,-1.52,-2.56,-1.742,0.47,-1.3,-1.99,-1.85,1.1,-2.89,-4.445,-1.6,-2.77,-2.23,-5.08,-4.28,-4.08,-7.92,-4.37,-4.44,-1.3,-4.26,-6.51,-2.33,-2.77,-2.7,-3.451,-2.68,-6.9,-4.755,-0.15,1.02,-0.22,-0.85,-3.39,-0.96,-2.09,-2.878,-6.62,-0.91,-3.18,-3.028,-1.21
-0.04,-4.14,-3.19,-3.7,1.1,-1.21,-5.666,-1.06,-7.32,-1.94,-4.955,-2.925,-3.77,-4.81,-0.7,-5.27,-3.658,-3.03,-5.05,-3.04,-0.67,-5.51,-2.64,-3.37,-4.7,-7.66,-2.09,-2.86,0.39,-2.37,-2.55,-1.57,-2.23,-2.24,-2.33,-6.301,-1.78,-4.873,-1.17,0.522,-0.17,-1.52,-1.62,-0.6,-3.083,-5.24,-1.96,-4.24,0.26,-0.63
-5.7360000000000015,-3.37,0.64,-7.43,-0.6,-1.077,-2.322,-2.943,-8.0,-8.804,-3.06,-2.42,-1.24,-1.34,-4.31,-7.8,-6.9,-3.23,-0.8,-4.88,-2.94,-0.8,-8.402000000000001,-2.273,-9.16,-2.766,-2.68,-1.41,-5.53,-1.52,0.61,-1.46,-4.88,-3.52,-4.6339999999999995,-2.647,-1.95,-2.21,-2.59,-0.6,-6.307,-1.52,-3.62,-1.49,-3.14,-1.82,-1.34,-7.42,-4.76,-3.08
-4.114,0.48,-8.017000000000001,-9.16,-1.139,-0.7,-1.614,-2.13,-3.091,-2.35,-4.0,-0.41,-1.25,0.46,-4.43,-3.37,1.07,-5.53,-2.16,-0.95,-0.742,-0.6,-2.16,-3.61,-5.05,-0.67,-3.79,-0.63,-3.52,-3.239,-3.4,-6.01,-5.65,-1.96,-4.09,-3.09,-0.85,-1.23,-4.69,-3.01,-4.53,-0.667,-8.172,-3.77,-5.16,-1.94,-3.928,-2.77,-1.62,-1.139
-1.13,-3.2460000000000004,-3.38,-0.22,-1.55,-0.29,-4.4,-0.14,-1.0,-2.647,-2.25,-2.077,-4.0,-5.284,-1.139,-1.22,-1.33,-3.06,-4.02,-2.647,-0.85,-0.95,-0.6,-2.19,-6.025,-1.85,-2.5180000000000002,-0.82,-6.57,-2.06,-4.06,-4.57,-1.46,1.09,0.49,-3.46,0.38,0.26,-1.77,-3.23,-4.4319999999999995,-1.62,-6.02,-3.0,-4.706,1.02,-1.24,-4.38,-4.59,-0.73
-2.13,-4.7,-4.862,-3.21,-3.63,-4.5760000000000005,-3.62,-4.047,-3.59,-1.11,-1.24,-4.12,-2.77,-2.7,-1.24,-2.59,-4.48,-3.76,-0.12,-1.74,-1.78,0.64,-2.34,-3.03,-3.26,-1.995,-3.48,-7.32,-1.29,-3.55,-0.71,-1.96,-2.928,-3.168,-1.19,-11.6,-4.71,-3.51,-1.54,-2.35,-2.658,-5.51,-1.06,-2.58,-0.01,-0.8,-4.88,-2.42,-5.5070000000000014,-1.92
-3.96,-3.37,-3.68,-2.8,-4.4,-2.3,-4.4,-1.34,-3.19,-4.955,-1.4,-0.22,-2.05,-0.03,-1.98,-1.92,-3.451,-2.35,-2.349,-1.81,-4.36,0.58,-3.04,-2.16,-4.09,-3.63,-3.53,-5.65,-5.19,-1.73,1.1,-1.96,-2.51,-5.47,-4.8,1.57,-2.05,0.51,-3.6,-4.7989999999999995,-5.4,0.35,-1.47,-6.51,-8.057,-3.22,-3.96,-3.239,-3.12,-2.5639999999999996
-2.35,-2.67,-4.345,-2.593,-2.696,0.64,-4.445,-2.37,-3.8,-7.25,0.39,-3.8,-2.676,-2.74,-1.47,-3.451,-4.314,-2.57,-0.466,-2.68,-2.218,-1.66,0.38,-1.33,-3.04,-6.96,-2.58,-1.6,-6.301,-0.36,-1.17,-4.19,-4.38,-3.76,-2.28,-3.9989999999999997,-5.8389999999999995,-3.68,-0.85,-0.92,-1.26,-1.54,-3.4,-5.26,-3.67,-2.55,1.07,-1.98,-4.26,-4.69
-2.084,-5.35,-4.92,-2.96,-2.8,-1.16,-4.15,-3.13,-3.3,-7.68,0.0,-1.742,-3.65,-3.04,0.26,-1.7080000000000002,-3.21,-1.39,-3.927,-4.0,-4.12,-3.0,-6.14,-6.09,-1.94,-2.468,-3.685,-2.484,-1.38,0.81,-6.89,-5.66,-3.93,-4.19,-0.24,-5.5070000000000014,-2.0,-4.21,-5.7520000000000024,-4.15,-1.94,-3.18,-2.73,-2.82,-4.8,-1.94,0.61,-5.19,-4.37,-5.2589999999999995
-0.29,-8.4,-2.06,-1.99,-4.23,-0.4,-6.9,-3.0210000000000004,-1.0,-2.32,-3.33,-1.4,-0.364,0.96,-2.46,-1.44,-2.05,-5.27,-4.25,-4.53,-4.04,-3.324,-8.699,-6.29,-0.77,-2.6,-1.52,-6.08,-0.77,-1.99,-2.24,-8.402000000000001,-3.6039999999999996,-6.62,-3.23,-3.924,-5.14,-1.742,-1.94,-4.43,-4.099,-3.685,-2.67,-3.39,-3.75,-2.68,-3.083,-4.173,-4.31,-6.57
0.76,-2.05,-6.307,-0.92,-4.328,-0.31,-6.34,-1.155,-2.09,-2.28,-2.56,-5.3820000000000014,-9.16,-8.0,-3.33,-8.017000000000001,-1.34,0.45,-1.08,-4.5,-0.89,-1.96,-6.68,-4.4,-5.26,-2.19,-3.4930000000000003,-2.22,-2.0,-5.931,-3.8930000000000002,-2.37,-2.84,-4.88,-2.436,1.1440000000000001,-1.82,-4.7,-1.22,-4.69,-4.04,-3.2,-3.19,-2.51,-2.68,-3.952,-1.601,-2.56,-5.284,-2.08
-2.21,-2.03,-7.0,1.1,-9.16,-3.01,-3.35,-1.04,-6.876,-2.09,-4.23,-5.05,-2.8310000000000004,-3.01,-1.45,-0.807,-2.925,-7.43,-1.33,-3.66,-4.3,-2.28,-7.0,-1.827,-6.307,0.52,-3.8,-3.85,-7.278,-5.84,-2.05,1.34,-1.96,-3.9,-1.601,-2.07,-8.017000000000001,-1.92,-2.349,-1.6,-2.943,-3.4930000000000003,-1.75,-3.9,-1.94,-0.67,-5.05,-2.92,-6.144,-0.624
-3.931,-5.233,-4.37,-1.807,-2.3,0.61,-1.52,-5.6960000000000015,-2.05,-3.23,-1.41,0.64,-1.8030000000000002,-1.79,-0.63,-4.4,-2.16,-0.22,-2.74,-5.82,-2.18,-6.57,-3.1,-3.9530000000000003,-0.15,-1.6,-0.01,-1.3,-4.31,-3.2239999999999998,-0.04,-4.93,-0.6,-5.89,-6.35,-0.12,-6.124,-0.72,-2.35,-3.52,-1.52,-5.47,-0.22,-1.96,-5.19,0.47,-0.6,-3.15,-1.34,-6.86
-2.878,-2.266,-0.92,-3.18,-3.03,-3.19,-7.39,-4.2860000000000005,-2.82,-3.4,-2.09,-5.666,-7.278,-0.36,-6.39,-2.23,-2.06,-0.72,-0.7,-0.19,-0.22,-4.36,-2.452,-2.41,-2.64,-8.04,-5.68,-4.25,-3.78,-1.19,0.0,-2.68,-4.099,-4.38,-2.19,-4.0,-0.6,-3.19,-4.06,-3.61,-5.2589999999999995,-2.39,-5.153,-1.89,-1.92,-3.583,-2.68,-0.95,-1.19,-4.19
-0.59,-2.5180000000000002,-1.99,-6.34,-2.436,-8.01,-5.27,-4.57,-2.41,-2.266,-1.5,-3.66,-4.114,-2.523,-1.62,-4.0,-3.7539999999999996,-2.5180000000000002,-1.21,0.47,-1.19,-6.08,-2.51,-0.742,-7.3210000000000015,-0.46,-1.34,-1.827,-4.63,-4.7,-3.13,-6.47,-2.67,-3.68,-5.4,-4.77,1.1440000000000001,-1.95,-2.73,-1.11,-3.14,-8.057,-3.01,-2.484,-0.24,-2.696,-4.4,-2.0,0.28,-8.334
-1.98,-0.91,-1.899,-6.876,-1.24,-4.678999999999999,-3.04,-1.01,-2.73,-4.5760000000000005,-4.522,-3.39,-3.21,1.1440000000000001,-2.78,-3.14,-1.29,-4.0,-7.96,-1.99,0.85,-5.03,-1.827,-1.09,-3.483,-0.73,-3.67,-1.16,-6.02,-1.75,-3.658,-0.96,-2.077,-3.96,-6.02,-3.42,-4.047,-1.33,-0.624,-3.43,0.43,-3.9,-1.6,-1.8,-9.15,-1.64,-2.617,-9.017999999999999,-3.78,-2.62
-4.5760000000000005,-0.6,-6.49,1.07,-3.536,-5.3820000000000014,-1.01,-3.8,-6.86,-2.96,-1.95,-2.0,-0.51,-2.35,-3.4010000000000002,-3.77,-2.35,-2.23,-4.24,-3.55,-1.64,-6.237,-1.34,-3.0,-1.24,-2.93,-3.638,-4.22,-1.24,-1.34,-2.54,-1.84,-0.82,-0.43,-2.03,-3.1710000000000003,-2.28,-2.647,-3.85,-0.62,-2.12,-5.67,-8.94,-2.253,-5.46,-3.66,-4.48,-4.76,-4.15,-8.0
-4.755,-4.36,-3.3,-0.244,0.26,-4.76,-2.57,-4.63,-6.39,-2.12,0.26,-4.88,-1.85,-4.13,-3.082,-3.39,-2.928,-0.18,-1.5,-0.77,-3.2,-3.35,-5.8389999999999995,-1.92,-3.0,0.62,-2.51,-1.989,-0.85,-7.15,-6.726,-3.84,-2.77,1.02,-4.8,-4.0969999999999995,-1.92,-4.925,-2.05,-3.29,-3.9530000000000003,-6.34,-8.6,-4.95,-5.14,-5.886,0.38,-3.54,-4.955,-1.601
-5.64,-3.54,-2.696,-3.39,-2.96,-4.35,1.02,-2.58,-1.08,-2.37,-2.82,-1.44,-3.48,-7.25,-3.54,-8.334,-2.5639999999999996,-1.74,-2.932,-5.666,-3.5039999999999996,-1.01,-1.92,-1.78,-7.2,-1.74,-4.0,-4.45,-5.22,-6.2,-4.43,-5.886,-4.37,-3.4,-1.06,-1.85,-2.84,-1.37,-4.81,-1.614,-1.92,-7.32,-3.77,-1.08,-4.31,-1.25,-3.96,-3.28,-2.82,-1.34
-4.62,-1.19,-6.124,-1.0,-3.6,0.54,-4.64,-1.742,-2.77,-3.6719999999999997,-5.08,-3.43,-4.86,-1.06,-1.06,-4.16,-5.666,-3.5860000000000003,-4.53,-1.4,1.57,-8.0,-2.49,-2.084,-1.6,0.96,-2.523,-0.985,-1.99,-8.6,-0.9,-2.73,0.62,-3.55,-1.1,-3.51,-3.01,-3.9,-6.124,-1.827,-3.19,-0.12,-1.74,-0.39,-4.24,-2.12,-5.4,-4.23,0.6509999999999999,-1.55
-1.68,-2.616,-2.51,-2.92,-5.3820000000000014,-6.89,-2.44,-3.26,-5.4,-4.23,-0.47,-3.4930000000000003,-1.96,-3.0210000000000004,-1.52,-2.53,-2.73,1.02,0.32,0.522,-0.62,-3.15,-3.81,-3.68,-3.3,-3.18,-3.18,-2.273,0.48,-4.046,-0.63,-3.59,-5.82,-2.676,-1.7,-7.96,-0.49,-1.11,-3.931,-2.5639999999999996,-3.685,1.1,-0.4,-2.28,-4.48,-1.1,-8.0,-1.26,-1.94,-4.5760000000000005
-3.01,-5.37,-2.39,-3.74,-1.41,-4.81,-7.96,-7.28,-3.57,-0.96,-2.658,-1.506,-1.33,-4.72,-2.09,-1.6,-3.81,-3.43,-0.49,-5.19,-2.36,-1.95,-4.88,-2.89,-5.64,-4.88,-2.82,-2.21,-8.94,-1.09,-1.29,-1.3,-0.15,-5.85,-3.21,-3.8,0.48,-1.28,-0.01,-3.38,-2.61,-2.56,-7.92,-3.2,1.34,-1.01,-3.51,-3.81,-3.6719999999999997,-1.08
-4.046,-3.04,-4.07,-2.51,-8.003,-2.404,-3.04,-2.8,-1.7080000000000002,-1.06,-4.89,-3.082,-3.3,-4.22,-4.6339999999999995,-4.11,-4.21,-2.68,-0.85,-3.11,-5.666,-4.88,-2.13,-1.8,-0.49,-3.04,-2.616,-3.8960000000000004,-0.41,-3.451,-2.37,-1.1,-4.173,-4.43,-0.46,-1.49,-7.87,1.1,-5.66,-4.69,-1.36,0.54,-4.0,-1.0,-4.62,-3.38,-2.0,-5.5070000000000014,-2.15,-5.05
-5.06,-0.62,-5.184,-1.3,-0.9,-0.39,-3.01,-1.33,-2.38,-2.34,0.54,-3.5860000000000003,-6.301,-3.6,-2.676,-2.19,1.02,-1.46,-1.89,-2.94,-5.21,-2.34,-4.25,0.26,-5.27,-3.21,-4.925,-4.2,-4.12,-1.52,-1.989,-2.5639999999999996,-5.68,-4.35,-8.71,-3.22,-2.943,-3.04,-2.58,-3.19,-3.17,-1.47,-2.0,-5.2589999999999995,-1.24,-3.8169999999999997,-7.28,-0.39,-1.57,-3.68
-1.38,-3.36,0.58,-3.685,-3.18,-1.75,-3.79,-3.81,-1.45,-1.96,-1.8,-3.54,-3.54,-3.54,-1.655,-3.43,-3.84,0.48,-2.7,-3.48,-6.29,-0.83,-0.466,-3.9,-5.8389999999999995,-4.13,-1.52,-3.68,-3.93,-2.57,-3.46,-3.7960000000000003,-5.5070000000000014,-2.18,-2.28,-2.676,-3.2,-5.47,-2.19,-3.76,-3.6719999999999997,-1.92,-5.23,-1.78,-0.96,-3.094,-4.37,-3.4010000000000002,-1.3,-2.943
-2.64,-3.38,-3.27,-5.0,-6.8,-0.89,-0.63,0.85,-4.28,-6.01,-5.4,-3.13,-4.73,-2.016,-4.955,-4.77,-0.41,0.28,-1.46,-0.41,-2.4,-4.71,-1.17,-4.16,-3.46,1.09,-0.78,-3.8,-0.8,-0.01,-3.0,-3.17,-4.62,-2.154,-2.19,-3.59,-3.05,1.1,-4.4,-2.12,-2.5810000000000004,-4.88,-3.81,-2.54,-4.89,-4.47,-0.8,-4.56,-2.32,-2.6
-0.12,-0.41,-3.04,-4.43,-3.4010000000000002,-5.56,-0.17,-3.69,-4.65,-3.21,-0.74,-4.38,-2.64,-5.886,0.64,-5.915,-1.96,-3.75,1.12,0.94,-1.7080000000000002,-3.55,-1.72,-0.8,-4.36,-4.16,-3.39,-3.52,-0.49,-4.08,-3.68,0.29,-4.15,-2.89,-3.6,-1.601,-6.89,-5.915,-4.445,-3.9,-3.37,-4.081,-1.75,-4.12,-0.77,-1.44,-1.32,-0.02,-2.154,-1.3
-6.62,-0.41,-3.38,-0.85,-2.218,-0.6,-3.536,-2.5810000000000004,-2.0,-5.6960000000000015,-2.64,-1.0,-3.0,-3.22,-4.92,-3.59,-4.38,-2.74,-3.27,-7.96,-3.18,-2.35,0.715,-1.92,-5.23,-5.08,-7.39,-4.62,-3.8169999999999997,-5.6129999999999995,-2.21,-2.7,-5.16,-3.04,-1.52,-0.77,-2.31,-3.62,-1.96,-1.46,-4.706,-2.77,-0.49,-1.64,-4.862,-3.043,-1.19,-3.85,-2.647,-1.56
-0.4,-0.364,-4.3,-3.54,-3.955,-1.29,0.009000000000000001,-2.68,0.43,-1.66,-4.743,-1.3,-3.81,-7.92,-2.73,-3.19,-1.64,-4.53,-2.468,-6.08,-2.77,-2.253,-4.11,-4.69,0.38,-8.6,-3.54,-3.8,0.54,-3.45,-3.8,-5.282,-1.92,-2.06,-3.928,0.15,-3.18,-7.15,-2.6,-4.14,-1.9809999999999999,-3.39,-1.8,-4.29,-4.93,-6.237,-0.71,-3.21,-1.4,-11.6
-3.083,-3.924,-3.1710000000000003,-5.17,0.009000000000000001,-6.025,-5.37,-1.62,0.85,-1.6,-0.4,-3.39,-3.29,-3.03,-8.6,-2.932,-2.523,-3.364,-2.39,-1.29,-3.26,-1.99,-2.94,-1.68,-5.886,-8.6,-2.478,-3.1710000000000003,-2.925,-0.8540000000000001,-3.59,-3.74,-3.083,-0.47,-2.24,0.43,-3.76,-3.37,-3.2460000000000004,-7.39,-3.75,-3.54,-0.6,-2.73,0.36,-4.22,-4.72,-0.79,-2.55,-2.54
-3.59,-3.483,-2.86,-0.62,-6.08,-4.11,-6.2,-1.17,-3.93,-2.22,-3.01,-4.02,-3.85,-8.04,-3.96,-3.57,-2.3,-2.34,-0.31,-2.68,-0.244,-2.0,-4.14,-2.468,-6.9,-2.05,-1.17,-4.64,0.47,-5.17,-2.33,-0.1,-1.139,-3.19,-6.291,-3.45,-4.25,-2.78,-2.6919999999999997,-1.64,-4.74,-1.99,-3.35,-6.9,-3.61,-2.39,0.0,-7.8,-3.59,-2.53
-4.63,-0.78,-2.322,0.45,-7.32,-2.253,-3.13,-1.17,-1.75,-4.2860000000000005,-3.31,-3.091,-7.15,-6.35,-2.81,-2.16,-1.94,-4.55,-1.94,-1.601,-1.17,-2.81,-2.369,-2.62,-4.0,-0.68,-1.63,-3.06,-7.85,-4.07,-4.77,-3.1,-3.81,-3.8,-0.98,-2.49,-4.15,-3.66,-1.96,-1.99,-4.19,0.02,-3.82,-2.74,-4.06,-3.75,-3.924,-1.4,-2.59,-2.82
-1.04,-1.34,0.32,-4.19,-3.13,-2.21,-4.74,-4.11,-1.66,-1.96,0.81,-1.29,0.76,-2.35,-4.35,-3.5039999999999996,-3.239,-6.57,-5.6129999999999995,-3.083,-4.706,-1.989,-8.334,-1.17,-3.08,-0.04,-3.5380000000000003,-1.28,-3.37,-1.9469999999999998,-7.8,-1.59,-2.878,-4.43,-0.29,-5.46,-4.099,-4.28,-4.56,-1.3,-4.76,-0.29,-5.05,-6.14,-1.95,-4.37,-3.03,-3.38,-2.06,-0.89
-1.75,-5.28,0.106,-3.5039999999999996,-1.56,-0.18,-3.7960000000000003,-2.92,-3.33,-4.06,-0.244,-0.01,-2.1109999999999998,-4.02,-1.83,-2.68,-4.63,-2.676,-0.95,-3.93,-5.46,-2.68,-4.62,-4.62,-5.36,-2.24,-5.27,0.79,-5.03,-4.04,0.11,-2.9819999999999998,-2.05,-0.18,-1.99,-2.92,-3.7960000000000003,-1.66,-3.18,-0.68,-4.3,0.49,-3.38,-4.207,-2.42,-3.12,-5.03,0.61,-2.38,-0.22
-5.43,-2.36,-3.18,-1.34,-7.43,-4.62,0.54,-1.49,-1.22,-2.74,-2.928,-3.77,-0.47,-1.22,-3.38,-0.22,-2.77,-2.7,-2.62,-3.66,-2.68,-5.22,-0.7,-4.11,-5.184,0.26,-1.91,0.15,-1.7080000000000002,-8.4,-1.28,-1.63,0.38,0.7,-3.66,-0.85,-4.63,-3.59,-0.67,0.3,-4.19,-1.6,-4.24,1.02,-7.11,-0.92,-1.96,-4.06,-6.2,-1.45
-0.96,-2.55,-1.34,-4.0,-3.28,-4.0,-9.15,0.38,-2.4,1.1,-3.18,-4.74,-3.68,-0.624,-5.46,-3.18,-1.97,-3.4,-3.81,-5.41,-2.0,-0.83,-3.04,-2.54,-2.06,-4.55,-3.04,-0.667,-2.17,-3.082,-5.54,-0.85,-1.82,-9.16,-4.1,-2.1,1.1,-2.658,-1.3,-0.62,-5.72,-2.41,-1.57,-1.85,-4.88,-3.04,0.15,-2.658,-4.37,-4.047
1.07,-5.282,-4.57,-6.301,-5.85,-5.4,0.06,-3.082,0.76,-5.68,-3.2,-1.827,-0.77,-3.68,-5.65,-3.8,-1.827,-1.93,-4.2860000000000005,-4.314,-1.41,-2.33,-3.324,-1.47,-3.93,-5.21,-2.1109999999999998,-4.89,-6.34,-2.0,-2.12,-1.34,-6.8,-2.05,-5.3820000000000014,-3.93,-2.22,-0.62,-2.77,0.0,-4.47,-0.98,-8.4,-4.72,-2.59,-8.4,-4.66,-3.0,-1.1,-1.14
-1.78,-5.7360000000000015,-0.49,-0.19,-5.14,-1.9809999999999999,-1.26,-3.09,-1.506,-3.01,-1.62,-2.281,-4.07,0.94,-2.23,-9.16,-3.0,-0.8540000000000001,-7.278,-5.27,-4.37,-0.96,-5.7520000000000024,-5.08,0.15,-2.349,-4.8,-2.77,-5.16,-0.74,-2.08,-2.73,-2.21,-0.19,-1.59,-2.61,-3.48,-6.291,-0.466,-4.522,-2.322,-2.62,-4.402,-7.02,-2.46,-0.8,-3.37,-4.047,-3.63,-3.638
-0.41,-0.4,-1.0,-1.83,-3.7539999999999996,-4.31,-3.08,-6.25,-9.16,-1.08,-4.65,-6.09,-3.18,-0.77,-1.34,-2.77,-2.57,-1.9,-2.77,-4.5760000000000005,-6.876,-7.87,-2.8,0.523,-2.82,-2.1,-2.3,-2.55,-4.57,-0.4,-3.03,-2.64,-1.33,-2.42,-3.27,-0.66,-1.21,-4.4,-5.89,-5.282,-3.592,0.07,-3.37,-3.24,-2.62,-5.27,-0.89,0.0,-1.34,-1.17
-1.74,-4.2,-1.04,-4.21,-0.49,-4.12,-8.057,-2.38,-1.24,-4.43,-2.51,-4.47,-3.536,-2.64,1.09,-9.017999999999999,-0.12,-3.8,0.43,-4.02,-4.57,-4.47,-4.735,-2.17,-2.09,-4.0969999999999995,-1.06,-6.59,-3.03,-3.955,-3.21,-2.266,-1.92,-3.082,-3.082,-1.995,-1.33,-1.74,-1.74,-2.593,-0.59,-2.92,-3.31,-2.46,-0.7,-1.66,-2.39,-2.369,-2.12,-3.88
-2.68,-3.17,-3.73,-2.148,-4.86,-0.17,-4.92,-4.44,-1.64,-2.38,-0.66,-4.314,-1.96,-4.31,-3.93,-1.95,-5.89,-2.57,-6.51,0.6509999999999999,-3.67,-3.928,-5.19,-3.27,-7.92,-8.94,-0.7,-3.51,-3.81,-0.8,-0.82,-3.54,-0.29,-2.58,-7.39,-4.1,-3.84,-3.84,-1.62,0.15,-2.17,-0.77,-4.81,-0.4,-4.522,-3.12,-5.88,-1.94,-2.1109999999999998,-7.3370000000000015
-5.84,-5.24,-1.95,-1.9469999999999998,-4.907,-0.85,-1.99,-2.77,-2.56,-0.43,-0.78,-4.3,-4.64,-7.87,-2.89,-5.43,-5.6960000000000015,-4.24,-2.478,-3.59,-2.08,-3.85,-1.24,-1.8,-2.25,-2.98,-1.74,-4.16,-5.46,-1.47,0.715,-4.45,-3.24,-2.74,-2.49,-3.96,-1.96,-2.0,-2.18,-1.85,-2.523,-1.3,-5.47,-7.92,-4.1,-2.59,-1.98,-1.87,-5.46,-4.07
