test_true_0,test_true_1,test_true_2,test_true_3,test_true_4,test_true_5,test_true_6,test_true_7,test_true_8,test_true_9,test_true_10,test_true_11,test_true_12,test_true_13,test_true_14,test_true_15,test_true_16,test_true_17,test_true_18,test_true_19,test_true_20,test_true_21,test_true_22,test_true_23,test_true_24,test_true_25,test_true_26,test_true_27,test_true_28,test_true_29
1.57,2.22,2.69,2.8,2.1,2.1,0.42,0.9,3.2,3.2,2.75,3.49,3.6,-0.15,3.17,2.63,3.31,-0.1,0.06,3.38,3.7,2.83,2.16,0.56,1.71,3.1,3.2,1.3,2.6,2.79
1.55,0.2,0.77,3.75,1.74,2.71,3.5,2.12,1.33,1.48,2.18,3.22,-0.5,3.2,2.07,-0.63,1.62,3.21,3.44,3.29,2.0,2.7,0.54,-0.08,2.0,3.15,0.73,3.47,2.5,3.04
1.8,2.37,2.86,-0.84,1.36,2.69,-0.84,1.5,1.18,3.25,2.64,3.96,1.1,0.97,0.31,0.22,2.96,0.6,2.4,3.6,3.53,2.81,3.89,2.55,2.59,0.67,1.2,3.6,1.27,3.37
3.23,2.08,3.14,3.27,0.95,2.63,3.3,1.3,3.3,3.68,1.01,2.47,-0.66,2.84,1.85,2.15,3.24,3.3,1.4,1.54,0.7,0.63,3.5,3.36,1.71,3.6,2.97,3.0,2.85,1.75
3.1,3.62,-0.05,2.9,3.8,3.96,2.55,3.42,2.6,0.7,2.16,3.72,0.9,3.3,1.63,4.0,2.86,3.1,2.1,2.35,0.74,4.46,2.1,2.98,3.21,2.9,3.8,1.01,3.33,1.61
1.91,3.13,4.05,3.0,2.84,2.32,3.12,2.7,1.82,2.0,2.34,-0.99,3.4,3.1,1.78,3.01,0.54,1.46,-0.04,1.81,-0.4,2.87,2.51,3.5,0.4,-1.25,3.8,2.7,0.52,3.6
2.18,4.17,2.23,-1.08,3.21,1.6,1.43,2.4,4.13,2.95,3.21,-0.79,-1.42,1.84,2.48,3.7,1.08,1.56,3.46,0.93,2.94,1.71,1.28,2.87,2.84,1.73,1.03,0.58,-0.79,2.43
1.07,1.42,3.1,2.0,-0.27,2.1,2.14,1.4,3.0,0.8,2.72,2.75,1.16,1.5,3.07,1.01,3.99,3.6,2.71,2.3,1.86,0.52,3.95,-0.34,1.1,1.83,4.49,2.7,-0.28,1.65
3.7,0.8,2.2,4.1,3.3,3.37,-1.33,3.68,-0.27,3.6,0.72,3.0,2.16,0.94,3.15,2.71,1.4,1.32,3.3,3.52,0.4,4.2,2.8,2.31,4.49,3.58,3.5,1.06,3.66,0.89
3.42,2.4,3.2,1.96,4.48,4.13,2.37,1.52,1.72,2.24,3.5,2.35,2.5,1.5,3.6,1.69,4.07,1.5,2.49,1.91,2.2,3.46,3.85,2.5,2.05,1.6,2.6,3.6,3.47,3.27
2.36,3.25,3.2,3.72,0.86,1.2,2.71,2.77,1.86,2.33,1.39,-1.08,2.2,1.15,-0.16,3.1,1.7,3.85,3.4,3.1,3.7,1.6,2.2,2.4,-0.21,2.2,2.39,1.3,3.11,2.7
0.2,2.52,1.05,2.23,1.91,2.6,0.5,0.1,3.22,2.7,1.0,1.2,3.26,3.9,3.09,2.1,1.75,1.74,2.23,-0.07,1.99,1.78,3.3,3.68,2.41,0.85,3.5,3.15,2.7,3.48
3.2,2.08,2.27,0.9,0.2,1.64,2.06,-0.76,3.15,3.7,3.48,3.4,0.54,-0.63,2.3,1.88,2.66,1.81,2.3,0.36,1.93,0.68,3.97,1.07,2.5,2.28,2.9,2.94,2.3,1.56
-0.03,-0.41,2.79,0.9,2.25,2.9,1.0,2.5,3.4,1.97,0.8,-0.45,-0.34,2.6,2.73,3.56,2.03,2.74,3.5,1.8,1.84,-0.33,1.5,0.93,3.9,2.81,1.74,0.8,2.16,-0.71
2.56,2.2,1.41,1.85,1.99,1.98,1.2,1.03,2.35,3.3,2.12,0.57,3.2,3.12,1.4,2.65,2.13,2.29,1.4,-1.42,2.43,-0.49,2.27,3.01,1.56,2.4,2.8,1.5,1.3,1.46
2.8,1.18,1.51,2.86,0.98,3.02,1.68,2.1,1.85,0.47,0.63,1.44,1.8,2.62,2.41,1.94,2.3,1.41,3.3,-1.5,0.68,0.12,2.02,2.7,1.6,2.03,-0.49,1.8,1.34,3.32
3.9,3.3,3.1,3.4,2.71,2.15,1.71,3.86,0.31,2.1,2.96,3.1,1.94,3.37,-0.06,3.88,2.6,2.3,3.5,2.26,2.2,2.3,2.99,1.29,1.1,1.7,1.41,0.49,2.51,2.77
0.44,2.61,2.47,2.94,3.52,2.0,1.7,2.1,0.4,3.07,2.9,3.9,0.87,2.7,2.29,2.96,3.32,2.8,3.03,2.47,3.1,3.9,2.13,0.61,2.34,0.75,3.17,0.94,3.72,2.68
2.6,2.74,-0.83,3.5,3.06,2.22,2.42,2.34,3.0,0.9,2.79,0.99,0.9,3.7,2.7,-0.98,4.41,1.4,2.66,1.38,2.99,3.3,2.94,2.0,3.29,-1.5,1.56,0.7,2.9,2.44
2.34,2.81,3.31,2.16,2.31,0.55,2.32,-0.9,0.31,3.39,2.63,0.96,0.77,3.8,3.8,-0.78,1.79,2.2,1.7,0.66,3.3,3.2,2.9,3.2,1.87,4.26,3.3,1.33,2.86,2.62
3.05,2.1,4.1,4.0,3.01,0.95,2.55,0.8,4.17,3.6,0.9,2.9,2.0,2.03,-0.8,0.64,1.9,1.78,2.75,-0.92,4.48,2.12,0.15,3.61,2.4,1.84,2.49,1.1,2.6,1.23
1.99,2.16,2.64,3.56,0.87,1.1,2.1,3.0,3.3,2.1,2.12,2.0,2.0,3.4,2.98,2.86,1.74,2.26,3.37,4.16,3.09,1.5,2.7,3.22,3.88,1.67,2.12,1.5,3.1,1.75
3.07,0.0,3.1,2.1,3.0,1.4,3.19,3.48,1.35,2.7,3.26,0.68,3.61,4.2,2.41,0.27,3.4,3.2,0.95,4.05,2.71,2.25,1.6,0.35,3.41,1.6,2.1,1.47,2.3,2.68
2.62,2.81,3.2,2.37,-0.49,2.99,3.93,2.21,-0.88,2.72,1.11,3.44,4.15,3.6,3.65,3.3,-0.54,2.26,2.8,2.57,1.5,1.5,3.42,3.22,1.87,2.23,2.3,2.88,3.18,1.6
0.6,0.78,3.01,3.7,1.77,3.16,2.76,-0.4,-0.2,3.26,2.62,3.46,3.2,0.78,2.83,3.5,3.47,4.36,1.82,2.88,1.49,2.59,1.74,2.29,2.55,0.91,2.64,2.56,2.07,0.02
2.98,3.25,3.66,2.64,2.63,3.2,3.6,3.85,2.81,2.16,1.63,2.18,3.45,3.2,3.07,2.35,2.9,3.31,1.4,3.53,3.41,1.47,1.61,2.45,0.85,1.97,3.08,1.7,3.4,0.98
2.4,2.01,1.48,1.59,2.79,3.8,0.44,1.93,3.9,3.36,3.0,2.23,1.34,1.72,1.78,2.32,3.5,2.23,0.5,3.7,3.76,2.55,1.48,1.34,2.62,3.66,0.24,3.33,2.52,4.37
-0.4,3.3,4.49,3.52,1.48,0.58,3.5,2.24,3.02,0.7,1.97,3.16,3.99,2.48,2.72,0.92,1.8,1.47,0.74,3.64,3.4,1.5,2.7,2.16,0.66,2.3,1.2,1.85,1.97,3.7
2.45,2.86,1.11,1.9,4.39,1.9,3.0,3.0,3.1,3.62,3.0,1.18,3.19,1.91,2.15,3.15,1.3,3.37,3.24,3.1,-0.79,4.1,1.62,2.15,2.0,1.2,3.56,0.3,3.15,1.53
-0.2,3.4,2.5,3.16,2.89,2.0,3.4,2.15,2.3,-0.51,1.39,0.7,2.72,3.23,2.2,2.4,1.27,2.94,1.68,1.9,2.67,2.93,2.7,3.28,2.91,-1.01,3.4,3.7,4.5,1.56
2.97,3.46,0.22,0.78,2.17,2.47,1.65,3.11,2.52,-0.48,2.05,0.58,2.0,1.08,2.5,2.24,2.63,2.43,2.32,2.3,0.99,2.13,-0.43,2.0,3.9,2.28,3.13,2.4,0.97,2.97
1.5,3.0,2.26,0.05,2.0,0.12,2.4,1.88,2.76,2.56,3.8,1.86,3.62,1.88,1.53,3.05,3.25,1.1,0.21,4.5,0.62,2.33,4.3,0.44,1.75,0.48,3.44,2.48,1.94,3.45
2.7,2.19,3.73,1.31,3.46,2.2,2.7,1.3,3.04,-0.84,3.4,2.16,1.07,3.56,1.0,3.69,3.53,1.72,1.91,2.95,2.95,3.22,2.74,3.14,3.51,1.39,1.95,2.0,2.64,3.14
-0.3,3.14,3.7,3.12,3.6,1.52,3.3,2.49,2.44,2.46,3.27,3.9,1.3,0.15,1.7,2.54,1.84,4.0,3.0,3.9,2.3,3.34,1.86,0.61,-0.99,1.38,0.86,2.2,2.51,0.59
0.3,4.0,1.74,2.2,1.61,0.25,2.09,3.1,2.81,-0.56,1.6,2.4,1.68,1.75,2.04,1.17,2.3,0.9,2.62,3.05,2.86,0.85,3.17,1.51,4.2,1.99,2.9,0.74,1.8,3.5
3.33,1.84,3.23,2.63,3.72,1.11,-0.15,-0.49,2.7,1.47,3.6,2.7,2.04,3.24,3.34,3.3,2.8,0.8,0.2,0.95,2.2,1.81,-0.49,3.9,1.11,4.24,0.27,3.06,2.04,2.42
3.37,3.6,1.32,2.13,3.57,3.5,2.96,2.62,2.58,3.44,3.88,4.42,3.76,1.41,1.75,1.79,1.38,1.62,2.23,-0.1,2.51,1.3,1.78,0.55,0.53,1.3,2.6,3.96,1.71,2.3
3.5,3.0,3.83,-0.29,4.28,2.81,3.47,1.26,3.0,2.55,2.63,-0.96,2.13,1.95,0.78,2.1,2.01,2.96,4.13,2.75,3.61,2.47,2.1,1.79,2.94,2.99,3.42,4.33,1.87,2.09
0.48,3.12,2.63,3.4,1.68,3.19,2.27,3.07,2.08,-0.8,3.4,2.6,2.35,3.1,1.2,1.55,3.3,2.7,3.29,4.09,2.14,2.04,1.54,3.99,2.44,2.19,1.1,1.0,1.96,2.65
1.22,3.7,3.5,1.22,-0.84,-0.05,1.96,1.4,1.25,-0.06,2.6,1.63,0.84,3.5,0.7,3.72,2.59,0.31,3.25,2.63,3.61,1.71,2.39,3.1,3.1,4.3,2.4,0.8,2.46,2.2
4.49,3.7,0.98,2.5,2.75,0.8,3.0,3.37,2.3,1.9,2.79,-0.72,2.4,3.18,1.69,2.86,1.94,3.91,0.87,2.43,3.0,1.97,3.05,3.2,0.8,1.22,2.3,1.71,2.13,2.0
2.71,1.48,0.79,1.44,-0.79,0.41,2.09,2.63,3.15,3.8,3.3,1.32,2.3,3.76,3.5,1.61,2.84,1.86,-1.25,1.0,2.5,1.94,2.37,2.3,-0.83,0.31,3.17,3.0,2.0,3.9
1.56,2.7,3.13,2.19,0.3,3.26,1.0,4.06,1.5,2.76,3.32,1.63,0.86,4.42,3.12,3.6,1.47,0.42,2.58,3.7,2.78,0.87,2.84,-0.49,3.11,1.71,0.7,4.2,2.34,3.8
3.01,1.2,2.8,2.98,3.27,1.39,2.2,3.72,0.3,1.67,2.9,-0.1,3.1,2.65,3.96,1.5,1.99,3.9,0.93,1.3,2.41,2.0,0.8,4.3,3.18,4.09,2.5,3.28,1.5,0.4
2.66,3.24,2.54,4.12,2.3,0.6,1.11,0.75,2.86,1.26,-0.34,3.89,2.87,3.2,2.39,0.06,3.69,1.8,2.4,1.52,1.78,2.3,3.18,3.1,0.63,-1.48,2.15,3.7,2.1,1.9
2.0,2.36,2.7,3.8,1.85,3.07,2.32,2.77,3.4,2.63,1.3,2.55,2.09,3.3,1.9,-0.4,0.5,1.09,1.12,1.2,1.7,2.1,0.48,2.1,2.6,2.9,4.3,2.88,3.1,2.1
3.14,-0.22,1.29,3.13,2.92,2.0,2.08,3.1,0.68,3.49,2.94,1.69,1.1,2.84,3.5,0.97,2.2,1.99,1.68,-0.7,-0.35,3.2,2.28,0.61,1.2,1.85,3.4,2.97,2.61,2.67
2.5,4.0,3.4,2.17,2.6,1.78,3.5,1.38,1.3,0.88,3.38,2.1,2.96,-0.58,4.21,3.54,3.0,2.09,2.8,1.59,1.62,2.41,3.3,3.69,2.92,2.0,3.7,3.54,0.8,1.13
2.8,3.5,1.0,1.23,1.84,3.67,3.1,2.58,3.6,1.7,2.46,2.24,3.6,3.2,3.3,0.77,0.97,3.3,2.39,2.54,2.94,1.28,0.37,3.65,3.8,1.79,1.71,2.71,1.63,2.79
0.75,2.87,2.9,2.15,3.2,1.2,-0.88,4.21,3.57,3.14,1.0,3.8,3.0,1.9,2.14,-1.08,1.8,1.36,2.7,2.5,2.26,2.4,1.82,1.32,3.45,3.5,3.26,2.63,-0.34,3.47
3.58,1.84,3.02,3.38,3.75,1.84,2.7,1.75,2.76,2.63,-0.87,1.94,3.0,2.14,2.84,2.24,1.0,3.14,2.9,2.67,3.57,2.3,3.0,0.4,-0.98,1.76,3.67,-0.34,2.43,1.91
1.7,2.0,3.65,2.18,1.96,2.14,4.28,2.9,3.84,2.4,1.5,2.42,0.61,2.93,1.44,3.98,1.51,1.42,0.4,3.42,-1.08,3.28,2.75,3.1,3.01,1.51,1.02,0.81,2.82,2.6
1.2,2.27,1.02,0.9,1.57,3.44,3.3,-0.04,1.12,0.55,2.0,1.26,3.18,3.0,2.36,1.7,1.74,3.6,1.92,2.2,1.97,1.63,0.8,0.6,3.0,2.16,4.2,0.86,3.5,2.9
3.44,2.0,2.78,1.6,0.74,2.62,3.37,1.13,2.2,2.5,4.2,3.5,2.81,1.9,3.3,1.14,-0.83,4.31,1.65,0.8,3.53,3.22,2.74,-1.29,2.3,2.83,2.43,3.17,0.47,2.74
2.06,1.6,3.58,3.2,1.44,1.69,2.54,0.3,2.9,2.75,2.22,3.1,0.91,2.5,2.51,0.68,2.3,-0.94,0.7,1.98,3.25,1.69,1.52,0.4,2.13,0.49,1.5,2.56,3.6,-0.69
2.2,1.11,1.97,2.18,2.94,2.5,2.94,2.3,3.27,3.27,4.29,1.75,0.92,0.75,2.79,3.1,4.06,0.68,4.24,2.75,3.13,2.94,0.5,2.87,4.06,2.73,0.54,1.82,2.03,1.37
4.37,2.5,2.51,3.39,3.4,3.57,0.99,1.88,3.5,3.7,3.15,1.38,2.57,3.99,1.3,1.7,3.6,3.0,4.09,1.07,1.87,0.76,3.33,0.95,3.02,2.8,2.84,2.5,1.86,1.92
4.2,1.92,2.25,1.87,1.97,3.27,-0.16,0.19,2.11,2.3,1.19,2.54,3.15,3.3,-1.25,4.2,3.49,3.2,2.8,2.22,3.3,3.63,1.24,2.28,1.99,2.3,-0.31,2.9,4.28,2.26
1.9,3.89,3.3,3.29,2.16,4.29,2.58,2.23,3.99,3.7,1.5,2.7,1.09,3.58,2.8,2.73,0.11,1.32,3.2,3.3,3.73,-0.22,3.57,-0.18,1.2,3.75,2.35,3.04,3.18,2.41
3.93,2.2,2.81,1.6,2.21,2.1,3.59,4.23,3.85,0.82,3.22,3.49,2.66,3.8,0.58,3.0,3.51,3.1,2.05,0.0,3.35,1.83,3.85,2.63,2.12,2.43,2.62,2.91,1.63,2.41
2.87,2.68,2.49,2.19,1.86,3.58,3.7,3.5,1.1,3.0,0.4,3.9,0.4,1.93,3.18,3.1,3.97,2.0,2.72,1.9,-0.3,2.84,1.5,2.49,1.5,3.8,2.01,2.75,3.3,1.6
1.23,3.28,3.84,3.1,2.84,2.4,1.5,3.2,0.03,2.92,3.0,2.58,2.1,3.3,1.78,1.2,2.53,3.27,2.41,1.61,0.36,-0.7,3.3,0.05,2.3,1.7,2.98,0.6,3.0,1.18
2.28,0.8,2.12,1.7,2.55,1.95,3.2,2.9,0.3,2.3,3.35,2.55,0.74,0.96,1.58,3.37,4.21,3.0,-1.41,-0.16,0.6,1.7,3.1,2.4,1.75,-1.17,2.08,3.9,3.56,3.2
1.79,0.2,1.27,3.3,2.18,2.19,1.08,3.1,-0.09,3.3,2.91,3.24,1.47,0.87,0.87,3.35,2.03,1.19,2.37,2.82,2.69,1.9,1.0,2.94,3.95,3.65,2.0,0.9,2.1,2.44
-0.25,2.9,1.71,2.41,1.95,-0.92,2.36,1.51,0.97,1.1,2.4,2.9,2.82,2.61,2.1,3.34,1.3,2.3,1.97,3.0,3.92,3.18,2.86,2.8,3.6,2.9,1.37,2.2,2.82,-0.25
3.88,3.4,0.25,1.81,2.39,1.6,2.5,1.2,3.42,2.75,2.2,1.39,2.72,3.25,2.25,2.35,3.2,2.21,3.26,0.97,3.18,2.36,0.88,-0.98,2.93,3.82,-0.75,3.8,0.8,2.89
-0.5,1.1,0.62,1.6,0.69,1.7,3.58,0.53,1.83,3.6,1.38,-0.3,1.57,3.69,2.3,2.02,3.27,3.37,2.51,3.61,0.9,1.5,2.32,2.13,2.57,2.08,1.13,1.8,-1.25,1.79
2.03,2.87,3.1,1.0,1.74,0.44,2.6,1.06,0.9,1.16,3.0,2.33,1.4,2.24,4.13,0.72,2.61,3.27,-0.25,2.09,3.92,3.7,2.78,1.84,3.4,1.4,3.01,2.61,1.6,1.99
3.77,2.41,3.36,3.08,2.6,2.43,0.83,2.35,3.05,3.8,2.3,4.21,1.62,-0.35,2.41,1.86,0.16,2.61,1.15,0.88,2.09,2.46,0.75,4.01,0.35,3.72,1.6,2.77,1.6,2.0
3.26,1.96,2.36,1.9,3.63,-0.42,3.23,1.31,-0.27,2.34,1.37,1.94,2.54,3.1,3.92,2.09,2.72,2.9,1.77,1.81,0.83,-0.96,2.73,1.86,1.14,3.53,3.5,1.77,0.25,3.4
2.23,3.3,1.0,1.27,2.42,2.3,2.74,2.6,2.5,2.01,1.9,3.2,0.97,2.34,3.02,3.1,0.82,3.43,1.07,0.7,1.06,0.77,1.99,3.78,1.51,2.79,1.27,3.47,1.94,1.74
2.15,1.06,2.1,2.4,3.84,3.44,2.9,2.62,-1.41,0.21,0.4,-0.38,1.6,2.66,2.2,1.94,3.86,2.76,1.2,2.3,0.94,-0.98,2.01,3.7,1.54,0.64,0.22,2.1,0.29,1.59
1.81,1.5,3.6,2.16,1.75,-1.01,2.12,3.39,3.6,0.8,1.6,-0.51,2.5,-0.35,1.35,2.2,0.22,2.8,4.13,2.08,2.32,0.96,2.7,3.9,3.02,0.9,1.5,2.7,0.36,2.34
1.19,3.16,2.08,0.46,3.29,3.96,2.24,0.81,0.44,2.9,-0.6,3.31,1.83,0.22,0.78,2.89,3.17,-0.15,2.4,1.56,0.47,1.88,1.78,3.3,3.4,2.78,3.29,1.66,-0.52,1.5
3.3,2.0,3.2,3.0,2.24,3.62,2.26,2.5,1.6,2.2,-0.88,1.8,2.4,1.39,3.4,2.0,2.74,1.09,3.45,3.27,0.45,2.7,2.87,0.78,3.53,2.85,1.95,1.1,3.2,0.86
1.93,3.27,1.65,1.95,3.4,0.74,1.55,1.4,3.29,2.1,3.0,2.36,2.85,2.26,2.38,2.19,2.67,2.3,2.9,3.12,3.5,3.86,2.66,3.7,3.46,2.81,1.6,3.9,-1.17,3.3
3.0,2.85,3.2,3.23,-1.08,3.38,2.55,3.62,3.3,1.24,1.58,3.8,4.1,0.9,3.21,3.17,2.11,-0.56,2.81,2.29,2.65,2.32,3.57,2.14,1.86,0.2,1.9,3.29,3.42,3.7
2.16,1.9,2.36,1.21,2.52,1.5,2.18,2.1,2.72,2.15,3.2,2.71,2.16,3.84,1.46,1.86,3.6,2.55,3.14,0.9,0.3,2.7,2.8,2.78,3.45,2.7,1.11,2.4,3.1,3.0
2.9,2.81,1.13,2.44,3.46,3.24,2.79,1.99,1.54,0.51,0.67,1.65,2.76,3.24,2.21,2.28,2.45,1.64,3.46,3.35,0.89,-0.91,0.8,4.0,1.0,3.59,3.18,3.2,1.09,2.4
2.67,0.33,0.14,3.1,2.76,3.92,2.49,-0.51,3.4,2.8,0.79,3.29,3.5,0.78,3.69,3.15,2.12,2.8,2.0,2.6,1.75,1.29,3.05,3.18,1.1,4.06,2.21,3.63,2.87,3.3
3.9,3.81,2.62,3.19,3.12,2.37,3.1,2.78,1.7,1.2,2.8,0.67,1.2,0.9,2.72,1.5,3.35,2.99,0.87,2.3,-1.29,1.97,2.88,2.99,3.47,-0.48,-0.37,0.29,3.29,-0.45
2.9,3.1,3.3,2.15,1.52,1.46,2.7,2.55,1.35,2.61,3.0,1.53,2.79,0.2,2.0,0.17,2.78,2.82,1.94,-0.5,0.05,1.42,2.04,0.06,2.6,2.19,-0.2,3.9,3.69,1.72
2.33,3.4,2.62,1.46,-0.81,2.7,3.15,0.26,1.41,2.9,1.25,1.06,2.34,0.66,1.2,3.5,2.37,0.0,3.28,2.5,3.2,2.59,2.09,-0.22,2.5,3.51,2.0,1.1,-0.2,1.78
0.9,1.39,0.86,2.5,0.75,3.49,2.11,2.65,2.93,3.51,4.33,3.1,3.15,3.1,2.61,2.8,3.09,1.85,2.66,3.41,1.97,2.25,0.81,0.96,4.11,2.4,1.61,1.0,0.01,0.69
1.66,0.85,2.9,2.81,2.12,3.38,0.82,0.93,2.2,2.19,1.56,2.5,2.14,2.6,0.73,3.07,3.4,0.9,1.71,2.13,3.7,3.18,3.1,2.75,4.14,2.2,0.21,0.4,3.22,0.77
1.83,2.87,2.9,2.43,2.53,2.09,3.1,0.89,1.7,2.0,2.7,0.7,2.7,2.58,1.77,2.9,3.25,3.7,2.41,1.74,1.02,2.18,1.01,0.63,2.41,1.16,3.26,2.7,1.95,4.5
3.75,0.46,3.7,3.4,3.5,2.5,1.28,2.88,1.47,1.0,2.18,3.28,1.19,1.19,3.07,2.9,4.2,1.72,1.98,1.69,4.13,1.52,-0.8,-0.03,2.78,1.55,3.2,-0.81,1.6,0.6
2.1,-0.28,2.4,1.81,3.1,1.32,-0.25,1.16,3.3,0.52,3.1,1.34,2.74,2.3,3.7,1.7,1.42,2.4,0.46,3.3,2.35,-0.15,3.93,2.38,3.99,1.96,3.46,3.1,1.53,1.71
2.21,1.26,3.4,2.74,3.54,1.88,3.15,1.13,2.84,1.93,2.51,3.9,0.87,2.41,3.6,2.72,2.9,3.9,3.97,2.41,2.68,4.2,1.32,0.9,2.82,3.71,3.65,2.7,3.16,2.06
1.1,2.53,2.19,1.5,2.31,4.2,0.22,2.6,3.06,0.94,2.0,4.1,-0.89,3.04,0.54,3.0,2.24,1.46,2.0,2.22,3.1,1.85,3.0,3.9,3.5,2.59,0.99,3.02,2.63,0.9
2.39,1.94,0.64,0.96,1.56,0.9,3.58,3.31,4.1,2.2,1.23,1.9,2.45,2.4,1.42,1.8,2.6,2.23,1.25,2.18,3.26,2.06,0.7,3.42,2.53,0.18,1.6,2.07,2.72,0.5
1.7,2.1,3.1,2.4,3.74,2.88,2.5,1.4,0.84,1.8,3.98,2.83,1.38,1.97,1.25,4.49,2.38,3.42,2.21,4.1,3.06,2.73,2.8,0.84,1.74,1.6,2.8,3.06,3.27,-1.28
4.42,0.4,3.17,1.3,1.3,2.1,2.99,3.31,3.28,1.77,3.2,3.07,3.31,2.23,1.39,3.85,2.63,0.48,2.5,2.9,1.8,1.88,2.75,2.66,2.4,3.04,1.61,1.37,0.55,1.84
3.52,1.6,1.6,1.46,2.7,-0.34,3.39,3.65,1.63,1.29,0.6,-0.35,0.67,0.9,0.6,2.25,1.44,2.31,0.28,3.5,-0.42,0.38,2.47,2.08,2.44,3.6,2.99,3.47,3.49,3.47
1.94,1.51,1.7,2.77,3.52,1.27,1.3,1.55,2.3,-0.62,3.27,2.08,1.4,4.13,3.2,2.75,3.45,3.2,2.0,3.2,0.99,4.0,3.16,2.71,0.75,1.67,1.44,3.36,2.21,1.49
1.8,3.09,3.23,2.62,2.44,0.58,3.3,3.17,1.11,0.25,1.0,4.1,2.0,0.79,2.7,2.8,2.3,2.1,1.22,3.03,0.64,0.97,1.32,2.98,1.63,0.17,2.79,3.3,1.26,2.91
2.87,-0.27,3.14,2.5,2.9,1.6,1.47,3.15,3.33,2.58,1.65,1.64,3.9,1.09,2.46,2.21,1.92,1.98,1.81,1.84,2.2,1.38,2.34,2.5,3.4,3.88,1.16,0.82,1.6,3.29
2.08,3.1,2.67,3.1,0.57,-1.31,1.61,3.11,3.66,2.14,2.21,3.69,3.05,2.55,3.3,1.8,2.5,2.16,1.91,0.79,0.33,1.7,-0.54,2.7,2.39,2.64,3.9,1.75,1.51,-1.3
3.49,3.62,3.13,0.91,0.18,4.19,2.2,3.15,3.9,3.29,3.78,3.7,1.22,4.18,0.07,0.7,0.4,1.1,1.6,4.23,3.15,3.3,3.37,2.66,2.6,1.71,4.2,2.82,4.09,3.34
2.58,2.83,3.9,2.68,2.9,2.46,4.06,2.06,2.74,2.08,2.18,1.74,3.13,3.08,0.5,2.96,-0.78,3.45,2.61,2.7,1.6,2.76,2.32,0.12,-0.51,1.5,1.0,2.31,2.89,1.2
3.4,1.65,2.95,1.38,2.06,2.31,3.34,1.3,2.0,4.33,1.84,0.16,3.7,2.87,2.6,4.15,2.18,2.5,0.57,3.21,2.16,1.33,-0.84,2.51,-0.03,-0.34,1.41,2.12,1.17,4.09
3.9,-0.37,-0.35,2.49,0.9,3.38,2.0,1.05,2.4,3.8,1.5,1.5,2.55,0.67,2.09,3.3,2.6,2.08,1.38,0.48,3.47,2.8,2.13,2.39,2.65,2.45,2.5,2.62,1.65,3.44
2.86,3.05,0.5,2.06,3.86,3.6,1.2,1.21,1.62,2.88,1.92,4.3,2.14,-0.42,1.71,2.88,1.72,1.55,2.39,2.75,2.2,3.09,3.38,3.4,1.97,3.02,3.6,2.86,2.96,2.26
2.96,4.2,1.8,3.42,1.72,3.75,0.74,3.2,1.6,3.23,1.12,2.33,3.78,-0.45,3.11,3.38,3.61,2.5,1.5,0.24,-1.45,0.58,1.34,0.91,3.32,4.1,2.62,1.5,0.62,3.7
2.5,2.71,4.28,3.37,3.22,3.6,2.67,3.79,2.9,2.55,2.87,3.44,1.9,3.47,2.4,1.32,2.06,1.13,3.93,1.0,1.64,1.69,3.0,-1.31,-0.31,1.59,2.96,3.4,0.64,3.25
1.9,2.56,-0.59,2.2,1.45,1.19,2.93,2.42,1.28,1.99,2.6,2.2,3.36,2.3,2.72,1.7,3.33,2.12,2.6,0.29,2.09,2.14,1.66,1.26,3.38,2.98,1.74,1.3,0.07,2.49
3.39,-0.12,0.05,3.0,4.0,1.67,1.95,0.27,3.5,1.52,-0.12,3.89,3.07,0.92,2.7,1.88,3.45,0.93,3.09,2.96,3.1,0.67,3.7,1.73,2.37,2.68,2.11,4.14,0.48,3.71
0.75,4.25,3.7,2.92,2.58,0.91,2.42,3.96,1.05,2.69,2.0,2.69,3.28,3.63,2.42,4.23,0.51,2.2,3.0,2.08,0.91,2.7,2.29,1.57,3.3,3.6,2.7,2.87,3.03,1.03
2.9,2.41,2.87,2.48,2.73,4.0,2.75,1.1,2.97,1.1,2.22,3.14,0.49,2.76,2.34,3.92,1.8,0.3,1.69,-1.33,3.12,2.87,2.13,3.1,3.99,1.81,0.76,1.46,0.54,1.52
1.9,1.71,2.94,2.33,-0.6,1.07,3.37,1.38,3.1,1.94,3.55,3.1,2.75,3.53,1.4,2.79,2.01,1.0,3.89,2.47,0.2,1.6,0.49,1.3,2.82,1.2,0.8,2.23,3.78,-0.91
3.8,1.6,2.96,0.32,2.81,2.01,0.92,2.63,-0.15,1.56,3.0,3.13,3.67,3.07,3.7,1.34,1.03,1.97,2.78,1.89,-0.14,3.0,2.07,2.14,1.34,2.0,0.8,3.6,2.7,2.6
1.5,0.78,2.44,3.4,1.73,3.5,-1.03,3.05,3.7,2.28,2.6,2.97,1.21,1.91,2.9,1.3,2.4,2.14,3.1,2.42,1.69,-0.27,2.6,3.1,3.03,2.3,0.95,3.06,1.24,3.27
1.34,3.59,3.23,-0.84,3.5,0.8,3.69,2.41,2.82,2.7,2.55,0.0,1.75,3.06,1.58,1.7,2.16,2.99,2.61,0.74,0.8,4.01,0.33,2.8,2.23,3.0,4.0,2.35,2.1,1.82
